movieId,title,genres,tmdbId,year,clean_title,tmdb_content,content
7251,Where the Day Takes You (1992),Drama,17736.0,1992,Where the Day Takes You,"Sean Astin Lara Flynn Boyle Peter Dobson Balthazar Getty Ricki Lake street gang runaway hustler male prostitution hollywood los angeles, california prostitution drugs realism homeless teenager rent boy gay theme","Where the Day Takes You Drama 1992 Sean Astin Lara Flynn Boyle Peter Dobson Balthazar Getty Ricki Lake street gang runaway hustler male prostitution hollywood los angeles, california prostitution drugs realism homeless teenager rent boy gay theme"
7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller,1954.0,2004,The Butterfly Effect,Ashton Kutcher Amy Smart Melora Walters Elden Henson William Lee Scott prison mind control child abuse amnesia chaos theory blackout trauma diary time travel flashback bully love memory loss psychiatrist therapy childhood,The Butterfly Effect Drama Sci-Fi Thriller 2004 Ashton Kutcher Amy Smart Melora Walters Elden Henson William Lee Scott prison mind control child abuse amnesia chaos theory blackout trauma diary time travel flashback bully love memory loss psychiatrist therapy childhood
7255,Win a Date with Tad Hamilton! (2004),Comedy|Romance,13476.0,2004,Win a Date with Tad Hamilton!,,Win a Date with Tad Hamilton! Comedy Romance 2004 
7256,Touching the Void (2003),Adventure|Documentary,11194.0,2003,Touching the Void,,Touching the Void Adventure Documentary 2003 
7257,"Big Bounce, The (2004)",Comedy|Crime|Thriller,12634.0,2004,"Big Bounce, The",,"Big Bounce, The Comedy Crime Thriller 2004 "
7258,"Perfect Score, The (2004)",Comedy|Crime,13505.0,2004,"Perfect Score, The",,"Perfect Score, The Comedy Crime 2004 "
7259,You Got Served (2004),Drama|Musical,14114.0,2004,You Got Served,,You Got Served Drama Musical 2004 
7260,Latter Days (2003),Comedy|Drama|Romance,15708.0,2003,Latter Days,,Latter Days Comedy Drama Romance 2003 
7261,Barbershop 2: Back in Business (2004),Comedy,21301.0,2004,Barbershop 2: Back in Business,,Barbershop 2: Back in Business Comedy 2004 
7262,Catch That Kid (2004),Action|Adventure|Children|Comedy|Crime,20483.0,2004,Catch That Kid,,Catch That Kid Action Adventure Children Comedy Crime 2004 
7263,Miracle (2004),Drama,14292.0,2004,Miracle,"Kurt Russell Patricia Clarkson Nathan West Noah Emmerich Sean McCann sports olympic games ice hockey milwaukee wisconsin saint paul, minnesota gas rationing lake placid new york aftercreditsstinger duringcreditsstinger","Miracle Drama 2004 Kurt Russell Patricia Clarkson Nathan West Noah Emmerich Sean McCann sports olympic games ice hockey milwaukee wisconsin saint paul, minnesota gas rationing lake placid new york aftercreditsstinger duringcreditsstinger"
7264,An Amazing Couple (2002),Comedy|Romance,44539.0,2002,An Amazing Couple,Ornella Muti Valérie Mairesse Catherine Frot Dominique Blanc François Morel ,An Amazing Couple Comedy Romance 2002 Ornella Muti Valérie Mairesse Catherine Frot Dominique Blanc François Morel 
7265,"Dreamers, The (2003)",Drama,1278.0,2003,"Dreamers, The","Michael Pitt Eva Green Louis Garrel Anna Chancellor Robin Renucci hotel first time paris, france love triangle students' movement sexuality bathing flat riot crush american twins incest polyamory","Dreamers, The Drama 2003 Michael Pitt Eva Green Louis Garrel Anna Chancellor Robin Renucci hotel first time paris, france love triangle students' movement sexuality bathing flat riot crush american twins incest polyamory"
7266,"Lost Skeleton of Cadavra, The (2002)",Comedy|Horror|Sci-Fi,18841.0,2002,"Lost Skeleton of Cadavra, The",Fay Masterson Andrew Parks Susan McConnell Brian Howe Jennifer Blaire skeleton monster mutant alien life-form,"Lost Skeleton of Cadavra, The Comedy Horror Sci-Fi 2002 Fay Masterson Andrew Parks Susan McConnell Brian Howe Jennifer Blaire skeleton monster mutant alien life-form"
7282,"Hip Hop Witch, Da (2000)",Comedy|Horror|Thriller,76176.0,2000,"Hip Hop Witch, Da",Dale Resteghini Mia Tyler Eminem Ja Rule Pras Michel found footage,"Hip Hop Witch, Da Comedy Horror Thriller 2000 Dale Resteghini Mia Tyler Eminem Ja Rule Pras Michel found footage"
7285,Thirteen (2003),Drama,11023.0,2003,Thirteen,,Thirteen Drama 2003 
7292,Best Defense (1984),Comedy|War,11221.0,1984,Best Defense,Dudley Moore Eddie Murphy Kate Capshaw George Dzundza Helen Shaver army middle east armor kgb engineer error,Best Defense Comedy War 1984 Dudley Moore Eddie Murphy Kate Capshaw George Dzundza Helen Shaver army middle east armor kgb engineer error
7293,50 First Dates (2004),Comedy|Romance,1824.0,2004,50 First Dates,Adam Sandler Drew Barrymore Rob Schneider Sean Astin Lusia Strus amnesia hawaii romcom deception womanizer love car accident screwball comedy short-term memory loss true love romantic joyful,50 First Dates Comedy Romance 2004 Adam Sandler Drew Barrymore Rob Schneider Sean Astin Lusia Strus amnesia hawaii romcom deception womanizer love car accident screwball comedy short-term memory loss true love romantic joyful
7294,Welcome to Mooseport (2004),Comedy,16784.0,2004,Welcome to Mooseport,,Welcome to Mooseport Comedy 2004 
7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),Comedy|Drama,11083.0,2003,Kitchen Stories (Salmer fra kjøkkenet),,Kitchen Stories (Salmer fra kjøkkenet) Comedy Drama 2003 
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama,337.0,2003,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran),"Omar Sharif Pierre Boulanger Gilbert Melki Isabelle Renauld Lola Naymark prostitute paris, france parent child relationship koran grocer male friendship sufism 1960s anatolia, turkey","Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) Drama 2003 Omar Sharif Pierre Boulanger Gilbert Melki Isabelle Renauld Lola Naymark prostitute paris, france parent child relationship koran grocer male friendship sufism 1960s anatolia, turkey"
7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),Drama,43376.0,1951,Diary of a Country Priest (Journal d'un curé de campagne),Claude Laydu Jean Riveyre Adrien Borel Rachel Bérendt Nicole Maurey small town based on novel or book faith priest rural area black and white,Diary of a Country Priest (Journal d'un curé de campagne) Drama 1951 Claude Laydu Jean Riveyre Adrien Borel Rachel Bérendt Nicole Maurey small town based on novel or book faith priest rural area black and white
7302,"Thief of Bagdad, The (1924)",Action|Adventure|Fantasy,28963.0,1924,"Thief of Bagdad, The",,"Thief of Bagdad, The Action Adventure Fantasy 1924 "
7303,The Diary of Anne Frank (1959),Drama|War,2576.0,1959,The Diary of Anne Frank,,The Diary of Anne Frank Drama War 1959 
7304,Allegro non troppo (1977),Animation|Comedy|Fantasy|Musical,22561.0,1977,Allegro non troppo,Marialuisa Giovannini Néstor Garay Maurizio Micheli Maurizio Nichetti Mirella Falco snake italian cat classical music surreal parody dinosaur bee creation satyr,Allegro non troppo Animation Comedy Fantasy Musical 1977 Marialuisa Giovannini Néstor Garay Maurizio Micheli Maurizio Nichetti Mirella Falco snake italian cat classical music surreal parody dinosaur bee creation satyr
7305,Black Widow (1987),Crime|Drama|Mystery|Thriller,19345.0,1987,Black Widow,,Black Widow Crime Drama Mystery Thriller 1987 
7306,"Herod's Law (Ley de Herodes, La) (2000)",Comedy|Crime|Mystery,14430.0,2000,"Herod's Law (Ley de Herodes, La)",,"Herod's Law (Ley de Herodes, La) Comedy Crime Mystery 2000 "
7307,Flesh & Blood (1985),Action|Adventure|Drama|War,12775.0,1985,Flesh & Blood,,Flesh & Blood Action Adventure Drama War 1985 
7308,King Solomon's Mines (1985),Adventure|Comedy,9838.0,1985,King Solomon's Mines,Richard Chamberlain Sharon Stone Herbert Lom John Rhys-Davies Ken Gampu treasure based on novel or book africa riddle giant spider treasure hunt disappearance quicksand archaeologist archeology allan quatermain,King Solomon's Mines Adventure Comedy 1985 Richard Chamberlain Sharon Stone Herbert Lom John Rhys-Davies Ken Gampu treasure based on novel or book africa riddle giant spider treasure hunt disappearance quicksand archaeologist archeology allan quatermain
7310,Raw Deal (1986),Action,2099.0,1986,Raw Deal,"Arnold Schwarzenegger Kathryn Harrold Sam Wanamaker Paul Shenar Robert Davi chicago, illinois small town showdown undercover gangster fbi gang war crime boss mafia boss vigilante organized crime shootout one man army one against many bomb attack 1980s action hero","Raw Deal Action 1986 Arnold Schwarzenegger Kathryn Harrold Sam Wanamaker Paul Shenar Robert Davi chicago, illinois small town showdown undercover gangster fbi gang war crime boss mafia boss vigilante organized crime shootout one man army one against many bomb attack 1980s action hero"
7311,"Goodbye, Mr. Chips (1939)",Drama|Romance,42852.0,1939,"Goodbye, Mr. Chips",Robert Donat Greer Garson Terry Kilburn John Mills Paul Henreid world war i teacher school schoolteacher boys' boarding school headmaster boys' school 19th century 1900s reminiscing,"Goodbye, Mr. Chips Drama Romance 1939 Robert Donat Greer Garson Terry Kilburn John Mills Paul Henreid world war i teacher school schoolteacher boys' boarding school headmaster boys' school 19th century 1900s reminiscing"
7312,"Follow Me, Boys! (1966)",Comedy|Drama,40454.0,1966,"Follow Me, Boys!",,"Follow Me, Boys! Comedy Drama 1966 "
7315,Against the Ropes (2004),Comedy|Drama,8842.0,2004,Against the Ropes,,Against the Ropes Comedy Drama 2004 
7316,Confessions of a Teenage Drama Queen (2004),Comedy,11132.0,2004,Confessions of a Teenage Drama Queen,Lindsay Lohan Adam Garcia Glenne Headly Alison Pill Eli Marienthal high school new york city concert new jersey rock star female friendship rivalry spotlight eccentric teen movie suburb audition pygmalion divorced mother woman director mother daughter relationship aspiring actress teenager,Confessions of a Teenage Drama Queen Comedy 2004 Lindsay Lohan Adam Garcia Glenne Headly Alison Pill Eli Marienthal high school new york city concert new jersey rock star female friendship rivalry spotlight eccentric teen movie suburb audition pygmalion divorced mother woman director mother daughter relationship aspiring actress teenager
7317,EuroTrip (2004),Adventure|Comedy,9352.0,2004,EuroTrip,,EuroTrip Adventure Comedy 2004 
7318,"Passion of the Christ, The (2004)",Drama,615.0,2004,"Passion of the Christ, The",Jim Caviezel Maia Morgenstern Christo Jivkov Francesco De Vito Monica Bellucci mission suffering roman empire christianity jewry roman crucifixion apostle last supper bible satan easter torture brutality jesus christ christian film aramaic rosario ancient language film sangre,"Passion of the Christ, The Drama 2004 Jim Caviezel Maia Morgenstern Christo Jivkov Francesco De Vito Monica Bellucci mission suffering roman empire christianity jewry roman crucifixion apostle last supper bible satan easter torture brutality jesus christ christian film aramaic rosario ancient language film sangre"
7319,Club Dread (2004),Comedy|Horror,11217.0,2004,Club Dread,Kevin Heffernan Jay Chandrasekhar Brittany Daniel Bill Paxton Steve Lemme island machete beautiful woman serial killer slasher spoof murder hunt,Club Dread Comedy Horror 2004 Kevin Heffernan Jay Chandrasekhar Brittany Daniel Bill Paxton Steve Lemme island machete beautiful woman serial killer slasher spoof murder hunt
7320,Dirty Dancing: Havana Nights (2004),Romance,10677.0,2004,Dirty Dancing: Havana Nights,Diego Luna Romola Garai Sela Ward John Slattery Jonathan Jackson dancing dance beach cuba dance competition cuban revolution little boy falling in love 1950s us states hollywood dancing,Dirty Dancing: Havana Nights Romance 2004 Diego Luna Romola Garai Sela Ward John Slattery Jonathan Jackson dancing dance beach cuba dance competition cuban revolution little boy falling in love 1950s us states hollywood dancing
7321,Twisted (2004),Thriller,13572.0,2004,Twisted,,Twisted Thriller 2004 
7323,"Good bye, Lenin! (2003)",Comedy|Drama,338.0,2003,"Good bye, Lenin!",,"Good bye, Lenin! Comedy Drama 2003 "
7324,Hidalgo (2004),Adventure|Drama,2023.0,2004,Hidalgo,Viggo Mortensen Zuleikha Robinson Omar Sharif Louise Lombard J.K. Simmons epic middle east horse race horse racehorse biography sheik mustang sword fight desert cowboy pony express 19th century,Hidalgo Adventure Drama 2004 Viggo Mortensen Zuleikha Robinson Omar Sharif Louise Lombard J.K. Simmons epic middle east horse race horse racehorse biography sheik mustang sword fight desert cowboy pony express 19th century
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller,9384.0,2004,Starsky & Hutch,,Starsky & Hutch Action Comedy Crime Thriller 2004 
7326,"Reckoning, The (2004)",Crime|Drama,25935.0,2004,"Reckoning, The",Paul Bettany Willem Dafoe Tom Hardy Brian Cox Simon McBurney based on novel or book england hope village bible murder priest fugitive period drama justice death witchcraft evil medieval theatrical troupe 14th century actor 1380s rigor mortis mortal sin,"Reckoning, The Crime Drama 2004 Paul Bettany Willem Dafoe Tom Hardy Brian Cox Simon McBurney based on novel or book england hope village bible murder priest fugitive period drama justice death witchcraft evil medieval theatrical troupe 14th century actor 1380s rigor mortis mortal sin"
7327,Persona (1966),Drama,797.0,1966,Persona,Bibi Andersson Liv Ullmann Margaretha Krook Gunnar Björnstrand Jörgen Lindström dreams nurse confession identity crisis mental breakdown betrayal mute black and white patient psychiatry submerged mysterious institution dual personality stage actress duality dissociative identities empathetic,Persona Drama 1966 Bibi Andersson Liv Ullmann Margaretha Krook Gunnar Björnstrand Jörgen Lindström dreams nurse confession identity crisis mental breakdown betrayal mute black and white patient psychiatry submerged mysterious institution dual personality stage actress duality dissociative identities empathetic
7328,"Passion of Anna, The (Passion, En) (1969)",Drama,42602.0,1969,"Passion of Anna, The (Passion, En)",,"Passion of Anna, The (Passion, En) Drama 1969 "
7333,"Corbeau, Le (Raven, The) (1943)",Crime|Drama|Thriller,29084.0,1943,"Corbeau, Le (Raven, The)",,"Corbeau, Le (Raven, The) Crime Drama Thriller 1943 "
7335,Pickup on South Street (1953),Film-Noir,25955.0,1953,Pickup on South Street,,Pickup on South Street Film-Noir 1953 
7336,"Damned, The (La Caduta degli dei) (1969)",Drama|War,41876.0,1969,"Damned, The (La Caduta degli dei)",,"Damned, The (La Caduta degli dei) Drama War 1969 "
7340,Just One of the Guys (1985),Comedy,24548.0,1985,Just One of the Guys,Joyce Hyser Clayton Rohner Billy Jayne William Zabka Toni Hudson high school adolescence sexism cross dressing teen comedy shakespeare in modern dress woman director,Just One of the Guys Comedy 1985 Joyce Hyser Clayton Rohner Billy Jayne William Zabka Toni Hudson high school adolescence sexism cross dressing teen comedy shakespeare in modern dress woman director
7344,"Wrong Arm of the Law, The (1963)",Comedy|Crime,42989.0,1963,"Wrong Arm of the Law, The","Peter Sellers Lionel Jeffries Bernard Cribbins Nanette Newman Davy Kaye london, england robbery police bank robber dark comedy black humor impostor informant disguise policeman","Wrong Arm of the Law, The Comedy Crime 1963 Peter Sellers Lionel Jeffries Bernard Cribbins Nanette Newman Davy Kaye london, england robbery police bank robber dark comedy black humor impostor informant disguise policeman"
7345,Agent Cody Banks 2: Destination London (2004),Action|Adventure|Children|Comedy,17047.0,2004,Agent Cody Banks 2: Destination London,,Agent Cody Banks 2: Destination London Action Adventure Children Comedy 2004 
7346,"Girl Next Door, The (2004)",Comedy|Romance,10591.0,2004,"Girl Next Door, The",,"Girl Next Door, The Comedy Romance 2004 "
7347,Secret Window (2004),Mystery|Thriller,1586.0,2004,Secret Window,Johnny Depp John Turturro Maria Bello Timothy Hutton Charles S. Dutton adultery jealousy nightmare police isolation alcohol window mississippi river detective paranoia motel letter notebook murder arson writer divorce ax cliché doubtful,Secret Window Mystery Thriller 2004 Johnny Depp John Turturro Maria Bello Timothy Hutton Charles S. Dutton adultery jealousy nightmare police isolation alcohol window mississippi river detective paranoia motel letter notebook murder arson writer divorce ax cliché doubtful
7348,Spartan (2004),Thriller,11169.0,2004,Spartan,,Spartan Thriller 2004 
7349,Broken Wings (Knafayim Shvurot) (2002),Drama,49689.0,2002,Broken Wings (Knafayim Shvurot),Orly Zilberschatz Maya Maron Nitai Gvirtz Daniel Magon Eliana Magon coma basketball dysfunctional family bereavement haifa israel widowed mother,Broken Wings (Knafayim Shvurot) Drama 2002 Orly Zilberschatz Maya Maron Nitai Gvirtz Daniel Magon Eliana Magon coma basketball dysfunctional family bereavement haifa israel widowed mother
7352,Wilbur Wants to Kill Himself (2002),Comedy|Drama|Romance,156.0,2002,Wilbur Wants to Kill Himself,,Wilbur Wants to Kill Himself Comedy Drama Romance 2002 
7354,Mad Dog and Glory (1993),Comedy|Drama|Romance,10433.0,1993,Mad Dog and Glory,,Mad Dog and Glory Comedy Drama Romance 1993 
7357,Peyton Place (1957),Drama|Romance,43236.0,1957,Peyton Place,Lana Turner Hope Lange Lee Philips Lloyd Nolan Diane Varsi high school small town rape based on novel or book world war ii christmas tree new hampshire scandal snow new england alcoholic father teenage pregnancy dress shop christmas mother daughter relationship,Peyton Place Drama Romance 1957 Lana Turner Hope Lange Lee Philips Lloyd Nolan Diane Varsi high school small town rape based on novel or book world war ii christmas tree new hampshire scandal snow new england alcoholic father teenage pregnancy dress shop christmas mother daughter relationship
7360,Dawn of the Dead (2004),Action|Drama|Horror|Thriller,924.0,2004,Dawn of the Dead,,Dawn of the Dead Action Drama Horror Thriller 2004 
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,38.0,2004,Eternal Sunshine of the Spotless Mind,,Eternal Sunshine of the Spotless Mind Drama Romance Sci-Fi 2004 
7362,Taking Lives (2004),Crime|Drama|Thriller,11081.0,2004,Taking Lives,,Taking Lives Crime Drama Thriller 2004 
7364,Intermission (2003),Comedy|Crime|Drama,16941.0,2003,Intermission,,Intermission Comedy Crime Drama 2003 
7366,Jersey Girl (2004),Comedy|Drama|Romance,9541.0,2004,Jersey Girl,Ben Affleck Raquel Castro Liv Tyler George Carlin Jason Biggs daughter loss of loved one yuppie,Jersey Girl Comedy Drama Romance 2004 Ben Affleck Raquel Castro Liv Tyler George Carlin Jason Biggs daughter loss of loved one yuppie
7367,"Ladykillers, The (2004)",Comedy|Crime,5516.0,2004,"Ladykillers, The",Tom Hanks Irma P. Hall Marlon Wayans J.K. Simmons Tzi Ma garbage church choir remake criminal gang duringcreditsstinger adoring amused wry,"Ladykillers, The Comedy Crime 2004 Tom Hanks Irma P. Hall Marlon Wayans J.K. Simmons Tzi Ma garbage church choir remake criminal gang duringcreditsstinger adoring amused wry"
7368,Never Die Alone (2004),Crime|Drama|Thriller,20304.0,2004,Never Die Alone,DMX David Arquette Michael Ealy Drew Sidora Antwon Tanner based on novel or book gangster crime boss revenge organized crime gunfight urban setting racial slur retribution manhunt street shootout,Never Die Alone Crime Drama Thriller 2004 DMX David Arquette Michael Ealy Drew Sidora Antwon Tanner based on novel or book gangster crime boss revenge organized crime gunfight urban setting racial slur retribution manhunt street shootout
7369,Scooby-Doo 2: Monsters Unleashed (2004),Action|Adventure|Children|Comedy|Mystery,11024.0,2004,Scooby-Doo 2: Monsters Unleashed,,Scooby-Doo 2: Monsters Unleashed Action Adventure Children Comedy Mystery 2004 
7371,Dogville (2003),Drama|Mystery|Thriller,553.0,2003,Dogville,Nicole Kidman Paul Bettany John Hurt Stellan Skarsgård Philip Baker Hall friendship bondage rape police gangster village life refugee blackmail mountain american dream bank robber last judgment mountain village exploitation rocky mountains woman martyr physical work wanted poster forced labour slavery recession art house hoodlum experimental film avant garde film art house film,Dogville Drama Mystery Thriller 2003 Nicole Kidman Paul Bettany John Hurt Stellan Skarsgård Philip Baker Hall friendship bondage rape police gangster village life refugee blackmail mountain american dream bank robber last judgment mountain village exploitation rocky mountains woman martyr physical work wanted poster forced labour slavery recession art house hoodlum experimental film avant garde film art house film
7372,Ned Kelly (2003),Drama,10544.0,2003,Ned Kelly,Heath Ledger Orlando Bloom Geoffrey Rush Naomi Watts Joel Edgerton australia resistance folk hero lawlessness fugitive on the run gang crime family capture criminal gang suit of armor body armor australian outback 19th century ned kelly australian western irish family,Ned Kelly Drama 2003 Heath Ledger Orlando Bloom Geoffrey Rush Naomi Watts Joel Edgerton australia resistance folk hero lawlessness fugitive on the run gang crime family capture criminal gang suit of armor body armor australian outback 19th century ned kelly australian western irish family
7373,Hellboy (2004),Action|Adventure|Fantasy|Horror,1487.0,2004,Hellboy,,Hellboy Action Adventure Fantasy Horror 2004 
7375,"Prince & Me, The (2004)",Comedy|Romance,11137.0,2004,"Prince & Me, The",Julia Stiles Luke Mably Ben Miller Miranda Richardson James Fox secret identity wisconsin prince college romcom modesty falling in love woman director young adult,"Prince & Me, The Comedy Romance 2004 Julia Stiles Luke Mably Ben Miller Miranda Richardson James Fox secret identity wisconsin prince college romcom modesty falling in love woman director young adult"
7376,Walking Tall (2004),Action,11358.0,2004,Walking Tall,,Walking Tall Action 2004 
7377,"United States of Leland, The (2003)",Crime|Drama,13573.0,2003,"United States of Leland, The",Don Cheadle Ryan Gosling Chris Klein Kevin Spacey Jena Malone romance teacher murder writer theft juvenile detention center,"United States of Leland, The Crime Drama 2003 Don Cheadle Ryan Gosling Chris Klein Kevin Spacey Jena Malone romance teacher murder writer theft juvenile detention center"
7379,The Alamo (2004),Drama|War|Western,10733.0,2004,The Alamo,Dennis Quaid Billy Bob Thornton Jason Patric Patrick Wilson Emilio Echevarría texas uprising alamo,The Alamo Drama War Western 2004 Dennis Quaid Billy Bob Thornton Jason Patric Patrick Wilson Emilio Echevarría texas uprising alamo
7380,Ella Enchanted (2004),Comedy|Fantasy|Romance,14442.0,2004,Ella Enchanted,Anne Hathaway Hugh Dancy Cary Elwes Aidan McArdle Joanna Lumley based on novel or book elves magic fairy tale fairy prince fantasy world giant ogre obedience fairy godmother,Ella Enchanted Comedy Fantasy Romance 2004 Anne Hathaway Hugh Dancy Cary Elwes Aidan McArdle Joanna Lumley based on novel or book elves magic fairy tale fairy prince fantasy world giant ogre obedience fairy godmother
7381,"Whole Ten Yards, The (2004)",Action|Comedy|Crime,2122.0,2004,"Whole Ten Yards, The",Bruce Willis Matthew Perry Amanda Peet Natasha Henstridge Kevin Pollak hitman,"Whole Ten Yards, The Action Comedy Crime 2004 Bruce Willis Matthew Perry Amanda Peet Natasha Henstridge Kevin Pollak hitman"
7382,I'm Not Scared (Io non ho paura) (2003),Drama|Mystery|Thriller,25300.0,2003,I'm Not Scared (Io non ho paura),,I'm Not Scared (Io non ho paura) Drama Mystery Thriller 2003 
7386,"Ten Commandments, The (1956)",Adventure|Drama,6844.0,1956,"Ten Commandments, The",Charlton Heston Yul Brynner Anne Baxter Edward G. Robinson Yvonne De Carlo epic egypt israel moses ten commandments christianity slavery miracle bible judaism religion ancient egypt technicolor old testament pharaoh passover christian film 13th century bc biblical epic,"Ten Commandments, The Adventure Drama 1956 Charlton Heston Yul Brynner Anne Baxter Edward G. Robinson Yvonne De Carlo epic egypt israel moses ten commandments christianity slavery miracle bible judaism religion ancient egypt technicolor old testament pharaoh passover christian film 13th century bc biblical epic"
7387,Dawn of the Dead (1978),Action|Drama|Horror,923.0,1978,Dawn of the Dead,,Dawn of the Dead Action Drama Horror 1978 
7390,Prey for Rock & Roll (2003),Drama|Musical,28026.0,2003,Prey for Rock & Roll,,Prey for Rock & Roll Drama Musical 2003 
7394,Those Magnificent Men in Their Flying Machines (1965),Action|Adventure|Comedy,10338.0,1965,Those Magnificent Men in Their Flying Machines,,Those Magnificent Men in Their Flying Machines Action Adventure Comedy 1965 
7395,Cheaper by the Dozen (1950),Comedy|Drama,33839.0,1950,Cheaper by the Dozen,Clifton Webb Jeanne Crain Myrna Loy Betty Lynn Edgar Buchanan new jersey big family large family,Cheaper by the Dozen Comedy Drama 1950 Clifton Webb Jeanne Crain Myrna Loy Betty Lynn Edgar Buchanan new jersey big family large family
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),Drama,133919.0,1973,Scenes From a Marriage (Scener ur ett äktenskap),Liv Ullmann Erland Josephson Bibi Andersson Jan Malmsjö Gunnel Lindblom midlife crisis marriage loneliness forty something love affair divorce couple humiliation selfishness ex-husband ex-wife relationship marital separation cognac,Scenes From a Marriage (Scener ur ett äktenskap) Drama 1973 Liv Ullmann Erland Josephson Bibi Andersson Jan Malmsjö Gunnel Lindblom midlife crisis marriage loneliness forty something love affair divorce couple humiliation selfishness ex-husband ex-wife relationship marital separation cognac
7411,Munchies (1987),Comedy|Horror,4365.0,1987,Munchies,,Munchies Comedy Horror 1987 
7414,Going in Style (1979),Comedy|Drama,65066.0,1979,Going in Style,,Going in Style Comedy Drama 1979 
7419,After Hours (1985),Comedy|Thriller,10843.0,1985,After Hours,,After Hours Comedy Thriller 1985 
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,393.0,2004,Kill Bill: Vol. 2,,Kill Bill: Vol. 2 Action Drama Thriller 2004 
7439,"Punisher, The (2004)",Action|Crime|Thriller,7220.0,2004,"Punisher, The",,"Punisher, The Action Crime Thriller 2004 "
7440,Paper Clips (2004),Documentary,33823.0,2004,Paper Clips,,Paper Clips Documentary 2004 
7443,This So-Called Disaster (2003),Documentary,126117.0,2003,This So-Called Disaster,,This So-Called Disaster Documentary 2003 
7444,13 Going on 30 (2004),Comedy|Fantasy|Romance,10096.0,2004,13 Going on 30,Jennifer Garner Mark Ruffalo Judy Greer Andy Serkis Kathy Baker new york city photographer editor-in-chief time travel wish beautiful woman child as an adult friends in love age change teenager didactic time jump adult,13 Going on 30 Comedy Fantasy Romance 2004 Jennifer Garner Mark Ruffalo Judy Greer Andy Serkis Kathy Baker new york city photographer editor-in-chief time travel wish beautiful woman child as an adult friends in love age change teenager didactic time jump adult
7445,Man on Fire (2004),Action|Crime|Drama|Mystery|Thriller,9509.0,2004,Man on Fire,"Denzel Washington Dakota Fanning Christopher Walken Radha Mitchell Marc Anthony mexico mexico city, mexico based on novel or book kidnapping bodyguard diary bible remake stuffed animal revenge gun battle cell phone alcoholic grenade launcher child kidnapping bloodshed swim meet aggressive ex-cia agent mexican federale mexican law enforcement vigilante justice corrupt cop mexican police personal security suspenseful gun death","Man on Fire Action Crime Drama Mystery Thriller 2004 Denzel Washington Dakota Fanning Christopher Walken Radha Mitchell Marc Anthony mexico mexico city, mexico based on novel or book kidnapping bodyguard diary bible remake stuffed animal revenge gun battle cell phone alcoholic grenade launcher child kidnapping bloodshed swim meet aggressive ex-cia agent mexican federale mexican law enforcement vigilante justice corrupt cop mexican police personal security suspenseful gun death"
7448,Envy (2004),Comedy,10710.0,2004,Envy,Ben Stiller Jack Black Rachel Weisz Christopher Walken Amy Poehler jealousy inventor neighbor best friend milliionaire dog envy golden egg,Envy Comedy 2004 Ben Stiller Jack Black Rachel Weisz Christopher Walken Amy Poehler jealousy inventor neighbor best friend milliionaire dog envy golden egg
7449,Godsend (2004),Drama|Horror|Thriller,11058.0,2004,Godsend,Greg Kinnear Rebecca Romijn Robert De Niro Cameron Bright Zoie Palmer schizophrenia nightmare loss of loved one clone doctor,Godsend Drama Horror Thriller 2004 Greg Kinnear Rebecca Romijn Robert De Niro Cameron Bright Zoie Palmer schizophrenia nightmare loss of loved one clone doctor
7450,Laws of Attraction (2004),Comedy|Romance,11141.0,2004,Laws of Attraction,Pierce Brosnan Julianne Moore Michael Sheen Parker Posey Frances Fisher court case rock star rivalry falling in love ireland divorce lawyer,Laws of Attraction Comedy Romance 2004 Pierce Brosnan Julianne Moore Michael Sheen Parker Posey Frances Fisher court case rock star rivalry falling in love ireland divorce lawyer
7451,Mean Girls (2004),Comedy,10625.0,2004,Mean Girls,,Mean Girls Comedy 2004 
7454,Van Helsing (2004),Action|Adventure|Fantasy|Horror,7131.0,2004,Van Helsing,Hugh Jackman Kate Beckinsale Richard Roxburgh David Wenham Shuler Hensley transylvania vampire vatican (holy see) bite castle steampunk werewolf gothic horror van helsing notre dame cathedral 19th century mr. hyde frankenstein dracula fantasy amused,Van Helsing Action Adventure Fantasy Horror 2004 Hugh Jackman Kate Beckinsale Richard Roxburgh David Wenham Shuler Hensley transylvania vampire vatican (holy see) bite castle steampunk werewolf gothic horror van helsing notre dame cathedral 19th century mr. hyde frankenstein dracula fantasy amused
7455,"Mudge Boy, The (2003)",Drama,26899.0,2003,"Mudge Boy, The",,"Mudge Boy, The Drama 2003 "
7457,Breakin' All the Rules (2004),Comedy|Romance,16428.0,2004,Breakin' All the Rules,,Breakin' All the Rules Comedy Romance 2004 
7458,Troy (2004),Action|Adventure|Drama|War,652.0,2004,Troy,,Troy Action Adventure Drama War 2004 
